0,0,1
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,1
7,0,0
8,0,0
9,0,0
10,1,0
11,0,0
12,0,1
13,0,0
14,0,0
15,0,0
18,0,0
19,2,0
20,2,0
21,2,0
22,2,0
23,2,0
24,2,0
25,2,0
26,2,0
27,2,0
28,2,0
29,2,0
30,2,0
31,2,0
32,2,0
33,2,0
34,2,0
35,2,0
36,2,0
37,2,0
38,2,0
39,2,0
40,2,0
41,2,0
42,2,1
43,2,0
44,2,0
45,2,1
46,0,0
47,0,0
48,0,0
49,0,0
50,3,0
51,3,0
52,3,0
53,3,0
54,3,0
55,3,0
56,3,0
57,3,0
58,3,0
59,3,0
60,3,0
61,3,0
62,3,0
63,3,0
64,3,0
65,3,0
66,3,0
67,3,0
68,3,0
69,3,1
70,3,0
71,3,0
72,3,0
73,3,0
74,3,0
75,3,0
76,4,1
77,4,0
78,4,0
79,4,0
80,4,0
81,4,1
82,4,1
83,4,0
84,4,0
85,4,0
86,4,0
87,4,0
88,4,0
89,4,0
90,5,0
91,5,0
92,5,0
93,5,0
94,5,1
95,5,0
96,5,0
97,5,0
98,1,0
99,1,0
100,1,1
101,1,0
102,1,0
103,1,1
104,1,0
105,1,0
106,1,0
107,1,0
108,1,0
109,1,1
110,1,0
111,1,0
112,1,0
113,1,0
114,1,0
115,6,1
116,6,0
117,6,0
118,6,0
119,6,0
120,6,1
121,6,1
122,6,0
123,6,0
124,6,0
125,6,0
126,6,0
127,6,0
128,6,0
129,6,0
130,6,0
131,6,0
132,6,0
133,6,0
134,6,1
135,6,0
136,6,0
137,6,0
138,6,0
139,6,0
140,6,0
141,6,0
142,6,0
143,6,0
144,6,0
145,6,0
146,0,0
147,5,0
148,5,0
149,5,0
150,5,0
151,5,0
152,5,0
153,5,1
154,5,0
155,5,0
156,5,0
157,5,1
158,5,0
159,5,0
160,5,0
161,5,0
162,5,0
163,5,0
164,5,0
165,5,0
166,5,0
167,5,0
168,5,0
169,5,0
170,0,0
171,0,0
172,0,0
173,0,0
174,0,0
175,0,0
176,0,1
177,0,0
178,0,1
179,0,0
180,7,0
181,7,0
182,7,0
183,7,1
184,7,0
185,7,0
186,7,1
187,7,0
188,7,0
189,7,1
190,7,0
191,7,0
192,7,1
193,7,0
194,7,0
195,7,0
196,7,0
197,7,0
198,7,0
199,7,0
200,7,0
201,7,0
202,7,0
203,7,0
204,7,0
205,7,0
206,7,1
207,7,0
208,7,1
209,7,0
210,7,0
211,7,0
212,7,0
213,7,0
214,7,0
215,7,0
216,7,0
217,7,0
218,7,0
219,7,0
220,7,0
221,7,0
222,8,0
223,8,0
224,8,0
225,8,0
226,8,0
227,8,0
228,8,0
229,8,0
230,8,1
231,8,0
232,8,0
233,8,0
234,8,0
235,8,0
236,8,0
237,8,0
238,8,1
239,8,0
240,8,0
241,9,0
242,9,0
243,9,0
244,9,0
245,9,1
246,9,0
247,9,0
248,9,0
249,9,1
250,9,0
251,9,0
252,9,0
253,9,0
254,9,0
255,9,0
256,9,0
257,9,0
258,9,0
259,9,0
260,10,0
261,10,0
262,10,0
263,10,0
264,10,1
265,10,0
266,10,0
267,10,0
268,10,0
269,10,0
270,10,0
271,10,0
272,10,0
273,10,0
274,10,0
275,10,0
276,10,0
277,10,0
278,10,1
279,10,0
280,10,0
281,10,0
282,10,0
283,10,0
284,10,0
285,10,0
